id,lang,text,label
767,en,just messaged him sahab wankar,HOF
768,en,every human life has its own value those who are taking false credit by hiding the numbers have limited the value of human life to just a few government figures let alone taking action to prevent further loss they cannot even say a word of sympathy such is their arrogance modis vaccine jumla,NOT
769,en,read the tweet before asking to show support to pm modi we are angry we want our country back as it used to be pm modi must resign modi must resign swara spinelessmodi i support modi,NOT
770,en,only a gay bastard could take something as beautiful as a rainbow and ruin it for everyone else,HOF
771,en,no he does not but it reminds me of it and yes why do they do that do i have a strong dislike of andrewdab to put it mildly yes o do that lucifer ending and sl reminds me of supernatural slending useless ending,HOF
772,en,christmas island is still available it is not great but at least it is not india india covid crisis,NOT
773,en,modi ji if he has any morals he should resign but he is a shameless heartless power hungry monster who is warming his hands near the funeral pyres of innocent fellow citizens shame on you modi ji shame on you,HOF
774,en,heartbreakingly china will have to pay the price for its sins tenfold for the chinese virus,NOT
775,en,now india has realized that they have made a huge mistake by electing terrible people pm modi should resign,HOF
776,en,yes laycon motherfucker none of your family is on the list of greatness cry more,HOF
777,en,wear a mask save lives it is worrying to see india reaching new heights every day stay home stay safe india is fighting corona india covid crisis indian lives matter break this chain,NOT
778,en,stop criticizing him he is under a lot of pressure india is fighting a war with wuhanvirus covid 19 and our prime minister is fighting selflessly for our country as far as bengal violence is concerned i am sure the centre will take strict action against tmc i support modi,NOT
779,en,tmc goons attack union minister v muraleedharans convoy in west midnapore break windows assault personal staff shame on mamata banerjee bengal is burning,HOF
780,en,side effects of covid vaccine no2 i am extremely tired right arm is really sore and it hurts to move it had a really bad sleep no energy at all and have a mild cough which is not too bad compared to the others so i am not really complaining x,NOT
781,en,it is nonsense to say there is no justification for tomorrow just keep jogging and enjoy it,HOF
782,en,get this bloody burger off my head before i stab some bitch,HOF
783,en,this is a level of insanity i have not seen since the last qanon cult follower or covid vaccine conspiracy post,NOT
784,en,situation is getting worse day by day in india govt right now india covid crisis covid 19,NOT
785,en,players are going to maldives so thoughts and prayers for the 9 thousand people stuck in india reprehensible money talks india covid crisis let us go back to australia auspol covid emergency 2021 cricket disgusting,NOT
786,en,are these fascists really so confident that they will rule for so long and enjoy its prosperity shameful disgusting resign modihater,HOF
787,en,and mamata banerjee whose side you were supporting through arson and violence in bengal will be on your conscience for your silence on the murders and rapes of innocent people worse than kasab,NOT
788,en,new normal for my aunt wake up to 23 min death messages feel sad and sorry for the families see people begging for basic healthcare facilities to save lives ponder over how this could have been avoided pray sleep god have mercy on india covid crisis,NOT
789,en,make him think that his daughter died because of him maxi hurt that motherfucker,HOF
790,en,and it is been going through my head all night since i heard it cringe wanker emmerdale,NOT
791,en,national airline blamed and shamed pilots forced to threaten strike over modis vaccine juml our country is falling apart before our eyes modi created disaster modi abandoned india modi hatao desh bachao modi must resign,NOT
792,en,bloody mary and beetlejuice will appear and say this bitch is so scary,NOT
793,en,scientists are begging for data but modi is going against science and not taking any advice if we hide data and deny science the global community cannot help us pm modi resign please you are incompetent blind devotee modis vaccine jumla modi resign,HOF
794,en,i am calling on my chinese friends to raise their voice stop calling the food coming from china chinese food the chinese are humans not food stop calling pandas china pandas or chinese pandas the chinese are humans not animals i stand with my chinese friends china chinese virus,NOT
795,en,this time i am with you bloody china which is spreading chinese virus,HOF
796,en,has tucker carlson ever refused to get the covid vaccine while vaccines are scary i cannot find him saying he has not gotten the vaccine,NOT
797,en,you have disappointed the country modiji resign,HOF
798,en,wrongly insulting islamic teachings and religious personalities under the guise of the right to freedom of expression or opinion hurts the sentiments of 15 billion muslims around the world,NOT
799,en,then she was slowly moving the cock in and out and my head tilted back but she started increasing the speed and i wanted to move her head so badly but i could not she kept sucking for about 10 minutes and i cummed she did not stop there she went on for another hour my body felt,HOF
800,en,well she slips the dildo into fredericks vagina,HOF
801,en,me and val shag on the daily,HOF
802,en,the image created by previous governments from nehru to manmohan singh has been destroyed in no time by the incompetent modi history will remember him as the worst prime minister india has ever had prime minister modi should resign,HOF
803,en,quran is practical in all ages with each of its points if you have any misunderstanding i can justify it however deliberately ignoring the context and blaming the text is reprehensible and disgusting hindu ecosystem islamophobia,NOT
804,en,dick head,HOF
805,en,in the united states the first lady is the wife of the commander in chief in britain the first female commander in chief is elizabeth ii carrie antoinette is only the latest shag possibly the wife of the queens prime minister,NOT
806,en,there is a lot of misinformation about the covid vaccine what it is not gene therapy microchips a source of covid infection let us end this pandemic together one v 1 demcast dem voice 1,NOT
807,en,she is your bitch huh r kelly i can piss on her basically any of his r kelly quotes always make me laugh or leave you with a shit bag you have bloody farts boy,HOF
808,en,john lee hooker,HOF
809,en,hey you will never really come back,NOT
810,en,this is a biological war if you have guts blame china not our self respect it protected us for a year almost all world leaders and press should talk about the origin of this pandemic please condemn the chinese virus,NOT
811,en,keep working on your image never work on giving relief to the citizens modi ji resign,HOF
812,en,are you serious about working together with china are you even listening to yourself china is responsible for this global pandemic we must ostracize them with global sanctions wuhan virus wuhan lab,HOF
813,en,takers x shag x par works with hope on friday 30th july,NOT
814,en,the worst head of state in world history pm modi should resign,NOT
815,en,who the fuck wants to go to gibraltar israel the faroe islands or the falklands talk about clutching at straws for good news green list covid vaccine downing street briefing,HOF
816,en,kangana ranaut has made this request and this is the request every sane person in india is advocating please take action stop fanning the bengal fire,NOT
817,en,if we are already so infamous in the country then why are you paying attention to us why is your backyard on fire bjp it cell farmers protest farm laws worse than covid covid 19 modi ji resign,HOF
818,en,it is time to destroy china it is time to end the biological war with another virus and kill those chinese politicians bastard chinese virus coronavirus fuck china,HOF
819,en,bengal no women and children are safe under mamata government andher nagari chaupat raja mamata believes in violence violence is the greatest religion very dirty stunt of tmc supremo bengal is burning,NOT
820,en,these farm laws proposed and hastily passed by the bjp government during the lockdown will cause farmers to die a painful death and will have longterm consequences on the health of farmers and the nation repeal the laws to end the protests farm laws are worse than covid pm modi must resign,NOT
821,en,we were into the next 100 days of the biden administration and i found this at a local walmart how america tolerated trumps chaos and ineptitude is simply mind boggling and disturbing are americans so stupid covid 19 covid vaccine,HOF
822,en,appnews pakistan disappointed by proposal on blasphemy law in islamophobia,NOT
823,en,governments priority in times of crisis shame modi resign pm modi resign pm modi resign covid second wave in india,HOF
824,en,i am also losing hope but what option do we have i do not think he will anger hindus treason is also a part of it,HOF
825,en,modi ji should resign he declared victory against covid and ignored all warnings now citizens ask him what infrastructure he developed in 1 year he is the killer of all those who are dying daily today,HOF
826,en,happy pride month from americas whore,HOF
827,en,that motherfucker should have been kicked out,HOF
828,en,nonsense,HOF
829,en,narendra modi what is this nonsense we want justice for the suffering lives of hindus of bengal bengal violence justiceforsaraswatimurder justice for bengal bjpworkers bengal is burning presidents rule in bengal kangana vs twitter,HOF
830,en,my brother asked me what i wanted from dq i told him what i wanted and this bastard bought 2 xl of it and made it to put it in i like it,NOT
831,en,i feel bad whenever i see this image my heart cries do not do this modiji i feel helpless tears in his eyes break me i request you modi should resign modis vaccine jumla modi should resign modi fails india modi will not be able to do anything against delhi modi government,NOT
832,en,it is such a shame that the mp officially communalised the covid situation by reading out the names of health workers from certain communities to hide his failure last year it was tablighi and now it is muslim health workers godi media celebrating stupidity say no to communalism modi resign,HOF
833,en,this is a crisis of your making you cannot solve it appeal to indian pm to please step aside india covid crisis,HOF
834,en,it is sad to see that hindus are being instigated to commit atrocities against helpless and innocent people this is not what our religion teaches this is what radical islam preaches stop this crime stop hate crimes stop burning bengal stand with modi,HOF
835,en,ffs here we go again the first lady of britain this is the latest usa copy first the air farce one then the job title full intelligence badge on the coat then what is this crap a version of main time glory johnson was taken down before the 52 state was finished,NOT
836,en,why did you post a normal clip from the movie,NOT
837,en,obviously there is a lot of pressure on serum institute to make billions of vaccine doses have patience bloody politicians you are ruining this country by doing this if they increase production hundreds of people will lose their jobs think twice india covid crisis,HOF
838,en,dude you are wrong,HOF
839,en,looking forward to rapping this pussy all summer after england win the euros,HOF
840,en,my dad said to my brother you are the cheese master but i heard you are the cheese bastard,HOF
841,en,the most used emoji by me so far this year please come to india when you read about babies struggling to breathe for children young earners and family it is painful to even pray and every time i see my timeline tears roll down my eyes india covid crisis get vaccinated,NOT
842,en,why are you still not angry with him and by that i mean god and not modi because blind devotees will still defend modi some people are killing india save india do not vote ask for a general apology pm modi resign modis vaccine jumla modi resign covid india peoples vaccine,NOT
843,en,this picture of mr modi seems to be saying see how easily i fooled most of the people of india and the world now pay the price of electing me to the highest position of power with your life modiji resign,HOF
844,en,cancel 12th board exam 2021 pm modi resign hundreds of indian citizens are dying every day because of your overconfidence and ignorance and now you are ignoring lakhs of students appeal to cancel the exam every day,HOF
845,en,dear fellow indian brothers and sisters please keep quiet and stay home covid second wave in india covid vaccine,NOT
846,en,that wanker guy is yelling at me so much i cannot keep up with them right now lmfao,HOF
847,en,it is very shameful that such things are happening with hindus in india we have not learned anything from the incident of kashmiri hindus and if we do not raise our voice it will happen in any other state too spineless modi spineless bjp cruel mamata bengal is burning,NOT
848,en,dear please resign and save the country do what you always wanted to do you are a faker take your bag and go away from our sight as long as modi and shag are there india will not do this make nitin gadkaria the prime minister modi resign,HOF
849,en,even urban naxalites are getting restless with the brutality of tmc jihadis brutal mamata bengal violence bengal is burning,NOT
850,en,you should be ashamed people are actually dying and what are you doing just resign modi you have failed in india god save india,HOF
851,en,whenever i hear about someone who allegedly had the ccpvirus they always report that they had mild symptoms because the chinese virus is the mildest of viruses the only thing we need to fear is government overreach greedy big pharma companies and their paid supporters,HOF
852,en,at this time everyone is struggling except the government the government is like a king sleeping in the palace under the protection of the army it does not care about its responsibility modis vaccine jumla,HOF
853,en,me and my son had to beat up 3 hoes for calling my little one a bitch my wig had to be taken off and every nail was covered in blood but i am sure she cannot see that,HOF
854,en,actually oh my god i find this extremely offensive as a white woman is crying uncontrollably while watching a report on the covid crisis in india how can a decent human being look away and not be heartbroken how is it that some of us especially men are so unmoved,NOT
855,en,ah yes i am not an asshole when i am not talking shit,HOF
856,en,cancel 12th board exam 2021 pm modi resign hundreds of indian citizens are dying every day because of your overconfidence and ignorance and now you are ignoring lakhs of students appeal to cancel the exam every day,HOF
857,en,brokering a butterfly,NOT
858,en,the main thing i am looking forward to post pandemic is having a huge poop at work again covid vaccine,NOT
859,en,was not there labour too well if you are not as left wing as we want you to be fuck off vote tory wait you voted tory what,HOF
860,en,shame on this chinese monster virus,NOT
861,en,yes that is right by the way this bloody hypocrisy is a chinese virus,NOT
862,en,we the responsible citizens of india are telling you directly that we do not need any central vista project please resign and do not embarrass us any more you were never a vishwa guru and will never be modi resign modi has created a disaster modi government will not be able to do it,HOF
863,en,we got it i almost fainted and vomited and was dizzy but i feel like this after every shot so it is not unusual no need for the covid vaccine,NOT
864,en,fuck you asshole,HOF
865,en,in bengaluru a doctor consultation will cost minimum 200 cannot we pay this much for vaccine stop this politics on vaccine who is demanding free vaccine vaccine for 18 plus vaccine for whole india covid crisis,NOT
866,en,the heartbreaking india covid crisis,NOT
867,en,this is a global pandemic and what is happening in india is devastating everyone should help each other to get rid of this outbreak india covid crisis,NOT
868,en,stop acting like a posh bitch and sing with your girl you stupid god,HOF
869,en,bjp government has gone completely blind and is not doing anything for common man at least some relief is expected from your organization in terms of moratorium please help common man covid 19 resign pm modi,HOF
870,en,i sucked my cock so dirty last night that mucus was coming out of my nose and it still has not stopped three cheers for the super dirty head,HOF
871,en,cruel mamata i am ashamed of myself if bjp cannot protect its party workers even after having more than 300 seats then what is the point of having more than 300 seats all bjp leaders must remember that a party runs on its workers bengal is burning tmc terror,NOT
872,en,you people are so pathetic that niti aayog has given high rating to kerala pm modi should resign,NOT
873,en,anyone who thinks that covid is the thing that is killing people in india is not a logical person i personally suspect that this is not true there is so much about covid infections and deaths in india that we are not being told the insider information about this is scary the truth of the covid crisis in india,NOT
874,en,cancel 12th board exam 2021 pm modi resign hundreds of indian citizens are dying every day because of your overconfidence and ignorance and now you are ignoring lakhs of students every day appeal to cancel the exam cancel 12th board exam 2021,HOF
875,en,that is what i would do i would trust a player who is telling the whole world he is back which means he is feeling good and healthy again no player shows boats like that unless they are 100 ready to smoke leave the cat alone,HOF
876,en,sorry never mind carlo cannot cough bullshit he did commit to the blues he said he would take us to the new stadium he told a pack of lies fuck off son,HOF
877,en,pm modi ji please resign as soon as possible you are the most incompetent leader no one trusts you now not even your blind followers,HOF
878,en,hmm how to make that person angry,HOF
879,en,i am a graduate bastard,HOF
880,en,so bitch did you send him 20 pages of apologies with bloody tears on every sheet after dragging him and his gp through it because you cannot read or are you just going to act like nothing happened,HOF
881,en,of all the options open to the government this is the worst covid crisis,HOF
882,en,oh haha i was looking for a perfect pussy my mistake,HOF
883,en,how many more do we need i thought prostitutes would be more of a priority,NOT
884,en,i will say bloody mary 3 times in front of the mirror so i can find a bitch to talk to,NOT
885,en,centre and state only care about their elections and their power the so called pandemic and people are not priority we elected them how horrible we are india is totally broken covid crisis india is choking telangana kcr,NOT
886,en,this is an interesting article though it may still be a uso as they found it in shag harbour there are lots of stories of unexplained lights under the ocean very interesting can you tell i support the uso,NOT
887,en,i get angry when officials do not care about suffering indian lives matter india covid crisis,NOT
888,en,at this pace the population of indians will decrease to 50 in a short time and it is a matter of shame for us indians because the government has no resign modi,HOF
889,en,what nonsense covid 19 covid vaccine covid emergency 2021 corona corona 2 second wave,HOF
890,en,this house needs air conditioning it makes my testicles get ripped off my feet every 5 minutes,HOF
891,en,you should be ashamed do not you know that his father ran away at the time of his birth because he could not stand seeing his sons donkeylike face how dare you make fun of him,HOF
892,en,because i know that kind of person if we should talk about him in these terms then he does not have what a man should have between his legs i am sure he will not do anything because if i were to confront him i live in san pascual 206 did you hear me motherfucker,HOF
893,en,shame on those who are still supporting him including manorama mamatas arrest arson in bengal violence in bengal,HOF
894,en,get covid vaccine,NOT
895,en,i got my second covid vaccine yesterday while i was on dialysis on my birthday today i feel really bad my limbs ache like you get the flu very bad nausea and my normally low blood pressure is very low i have to go on dialysis again today and i feel like death has come,NOT
896,en,a big battle is going on in india over freedom of expression on social media during the pandemic indian government is silencing its critics on twitter and facebook covid 19 india india covid crisis corona pandemic,NOT
897,en,shame on you bastard chinese chinky you are responsible for this chinese virus from wuhan china chinese virus,HOF
898,en,i am a student but i am really desperate to help and contribute to the covid crisis in india someone please tell me what i can do i cannot see people in such pain,NOT
899,en,once a wise man said that i did not agree with him then but the result is before us modi resign pm modi resign,NOT
900,en,this is nothing but pathetic condition of india it shows failure of government just imagine the condition of doctors day by day thousands of dead bodies pass in front of them they cannot do anything india covid crisis failure modi government,HOF
901,en,make me a wanker,HOF
902,en,i just had my second covid vaccine the only side effect i am worried about is that i might feel like going out again,NOT
903,en,dr shahabuddin shahab we will never forget you we will also never forget that you destroyed your life for him and his party but failed to help your son while he was busy congratulations mamata shahabuddin should get justice boycott rjd,NOT
904,en,elections are not important only chinese virus is important and news channels will not announce now tomorrow the counting will show how stupid people can be,HOF
905,en,those trending modis vaccine slogan are being told not to show their faces take the vaccine live and die with your ideologies let the common people also live their lives well,NOT
906,en,gcn magazine 2013 daniel is quiet at the best of times but when i ask him about girlcrush penelope cruz he is the first to go off the mark she was hot when i saw her in vicky cristina barcelona,NOT
907,en,people are dying in india and central government is planning central vista really do not know how can a person think about this it is a shame modi should resign pm modi should resign modi should resign or cancel modi has made a disaster,HOF
908,en,ooo i want to fuck you,HOF
909,en,media whores back at work,HOF
910,en,i think he blocked me but yeah it is mikemop fuck you mike,HOF
911,en,the worst politician i have ever seen in my life remove modi save the country modi resign,HOF
912,en,some dick,HOF
913,en,human being strongly criticised the us said it is the most selfish country with no respect for human rights hoarding of vaccines disregarding serum ceos appeal refusal to lift export of vaccine raw materials to india for weeks india covid crisis,HOF
914,en,pm modi is a burden for india and the world modi has brought shame to india modi has created a disaster modi government will not be able to do it modi should resign the world came forward to help india and they want to know what modi did with the aid,HOF
915,en,indian voters should shut their mouths after watching the climax of modijis film modiji should resign,HOF
916,en,core where is this all coming from i thought we were friends you allow my bullshit i do the bullshit it is a good system now i am being made to suffer for my sticky choices like a leper whose nose is about to fall into the gravy at the pier,HOF
917,en,the way i see it if you are an idiot then yes apologize also yes they can go fuck themselves lol,HOF
918,en,this weekend was great,HOF
919,en,nothing came to my mind after seeing this all the blood from my brain rushed towards my penis,HOF
920,en,i hate this disgusting person so much,HOF
921,en,it is heart breaking to see osama fighting alone for the judicial killing of his father a boy whose father sacrificed everything for the strongest political party of bihar yet no one is standing with him shahabuddin,NOT
922,en,resign pm modi resign bsy resign sudhakar the worst government we the people of karnataka are suffering from,HOF
923,en,hey man i have to pay the bill again i am tired of this nonsense,HOF
924,en,he is the embodiment of the fool who is not a scholar but then again he is not either,HOF
925,en,they are just doing drama on the death and failure of indian government and gok they were awake when congress started working shame on the disqualified mps modi resign,HOF
926,en,samsung what the hell have you created,HOF
927,en,i am a prostitute,HOF
928,en,today i am feeling very helpless and frustrated i tried to call many phone numbers in bangalore for ventilator bed but i failed stay strong bangalore india covid crisis,NOT
929,en,it is a shame that the supreme court has to tell what is wisdom in this country central vista modi should resign,HOF
930,en,modi governments vaccination drive has been a total failure modi has failed the nation modis vaccine jumla pm modi should resign,NOT
931,en,ipl and exit polls are only to divert peoples attention from the failures of bjp government and the carelessness and uselessness of shameless pm modi of india modi should resign modis vaccine jumla,HOF
932,en,the most unsuccessful prime minister india has ever seen modi go modi resign modi resign prime minister modi,HOF
933,en,8 it is like this 14 venice bitch 21 ribs 4 damn bloody mary,HOF
934,en,cruel mamata of course mamatas police will take action against the victims because the goons are from her own party media should be ashamed for hiding the massacre of people by tmc goons in bengal bengal is burning there is presidents rule in bengal,HOF
935,en,give him a fucking vaccine and send his ass back to jail he cannot get out of jail because of the covid card and you might as well put that fucking ass back in jail covid vaccine,HOF
936,en,go take a shower you stinky bastard,HOF
937,en,lmfaooo how did you let someone pull you down and punch you in the head and then let them fuck you in the ass at least you are the one giving the cock god,HOF
938,en,to tell you the truth i will fuck you up,HOF
939,en,no hindu is perfect no muslim is perfect and no one else is perfect but the worst are those who find faults in each other protect your peace mental health of people matters islamophobia hinduism,NOT
940,en,what is bjp doing it is ruining peoples lives pm modi resign bjp has ruined india bjp prayagraj,HOF
941,en,so indian pm modis press secretary blamed fake news for the devastationi have always compared modi to trumpindia covid crisis,NOT
942,en,yes young people i knew the young people were responsible for this damn the young people and their youth,HOF
943,en,very sad amp dhadhaji thousands of people are suffering from the second wave of covid 19 due to the mismanagement of your and our government pm modi should resign modi should resign remove modi save the country modi should resign modi has created a disaster,HOF
944,en,bengal is burning there is violence in bengal tmc and state police will say all this is fake,NOT
945,en,techno neg instead of donating to a bastard who ignores hurt minorities you should donate to the trevor project or any lgbtqia streamer,HOF
946,en,now your head is full of stupid jokes and nonsense,HOF
947,en,what is happening in the country where is the prime minister and why is the chief minister for delhi it is better that the prime minister resigns immediately prime minister modi should resign,HOF
948,en,delhi hc asks centre why it should not face contempt for failing to supply oxygen to delhi as ordered judiciary warns people to suffer electoral defeat failure to tackle pandemic slows economy 20m corona cases resignation pm modi via,NOT
949,en,being allergic to penicillin is not a reason to not get vaccinated yes in fact i have a fatal anaphylactic allergy to pcn and after i had my vaccine i was fine get the covid vaccine,NOT
950,en,facts what is the source of these so called facts modiji i can edit such facts and create new facts have some shame for spreading lies among indians modiji resign,HOF
951,en,go go we as a nation cannot expect an irresponsible leadership you are a complete liar and the nation cannot prosper under you your fork is sitting on a pile of corpses of people who trusted you shameless resign pm modi amit shah r,HOF
952,en,bitch i deserve more,HOF
953,en,bjp is the biggest disaster for india but since it has majority nitin gadkari is the right choice for pm post modi is incompetent and spineless modi should resign modi should resign pm modi,NOT
954,en,my period is about to start so i am so excited smh i need some cock before i start ngl,HOF
955,en,make sonu sood sir the education minister ramesh pokhriyal is always against the youth and does not care about the lives of students cancel 12th board exams 2021 sonu sood is the real hero resign pm modi do not ignore 12th students do not ignore 12th students,HOF
956,en,when bengal is burning where are you all you all are silent you should be ashamed of yourself bengal is burning violence is taking place in bengal,NOT
957,en,wanker,HOF
958,en,i would love to lick and suck you from head to toe and put this cock inside you,HOF
959,en,today i got my second dose the process was quite slow and lengthy it took 3 hours it could have been made more efficient i was able to download the certificate as well but was disappointed to see the face of a person who got vaccinated for chennai covid vaccine,NOT
960,en,two more waves will come by 2023 which will affect the whole country there is no way we have to struggle and survive in these waves of covid covid 19 india covid second wave in india covid crisis in india corona pandemic,NOT
961,en,pussies grow on trees,HOF
962,en,this is your party why are you tweeting ask your leaders why they are letting innocent people die did you people not learn a single thing from the delhi riots it is shameful that bjp cannot save its voters then they should leave politics modi ji should resign,HOF
963,en,she challenged me that i cannot get 500 followers on twitter tonight i will breakup if i get a chance come on guys help me to fulfill her wish india covid crisis kangana ranaut,NOT
964,en,my heart breaks for india unbelievable india covid crisis,NOT
965,en,i am fed up with your desire to be the new gandhi sir sorry to say you have disappointed us not a single tweet to condemn bengal violence and in solidarity with our bjp workers bengal is burning wake up,NOT
966,en,some guy came up to my car while i was sitting at a traffic light and asked me to suck his dick called me a slag and then as i rolled my window up he spit on my windscreen lmfao what is up with crack head,HOF
967,en,now the lowpaid but professional criminals the gutter bugs of the bjp it cell which is indias no 1 fake news factory have got another picture to trend using these hashtags bengal is burning bengal violence shame on mamata arrest mamata,HOF
968,en,do not wear makeup bitch i will peg you,HOF
969,en,you should send a stranger some cash for no reason other than what they look like and who they are to build a relationship with,HOF
970,en,delete facebook is trending in the time of chinese virus how cruel is this,NOT
971,en,eh fuck what are you talking about lmao only replying because i find it hilarious you can talk about how i look but should have trent as your dpd some shit ugly pussy you must be,HOF
972,en,whoever was the first to design a bathroom that had the light switch on the other side of the door was a real idiot,HOF
973,en,the place where chinese virus originated people are celebrating wearing masks it seems like nothing ever happened there and here in india people are wandering from door to door for icu beds oxygen etc they have forgotten that karma is a bitch they will have to pay a heavy price for this,HOF
974,en,people are crying because of mr modi it is because of modi that people are losing their loved ones international media and international experts believe that he is responsible for all this shame on those who support such insignificant people,HOF
975,en,no you are not cancelling pharma covid vaccine copyright india covid crisis,NOT
976,en,we desperately need a government and we do not have one we are running out of air we are dying we have no system to know what to do so please go away this is the most responsible thing for you to do you have lost the moral right to be our prime minister marundhati roy resign modi,NOT
977,en,bjp it cell again playing cheap game sharing old unrelated videos and playing hindu muslim game shame on you modi ji resign i have reported this tweet everyone do your work,HOF
978,en,the day indians and many others realise that he is no philanthropist as he denies india access to covid vaccine technology i am sharing an article i wrote a decade ago against western capitalisms elevation of greatness to another idol steve jobs,NOT
979,en,every day brings a catastrophe why do we have such incompetent fools modi ji should resign vote for him in 2022 vote for him in 2024 indian lives matter indiansneedoxygenvaccine for all,HOF
980,en,i really like the way she is portrayed in the manga i know they needed to do some cleaning up but they did not need to cut off her legs you know it is just for her to be my whore,HOF
981,en,i get very impatient when i am hungry i feel really bad for people who are under my control in this state as if i might hurt some feelings without even intending to,NOT
982,en,who is not taking action against china china spread the virus wildly there is no second wave and death toll in china everyone is getting proper treatment they are not disclosing the treatment chinese virus china lied people died china is a terrorist world chinese organization,HOF
983,en,just letting him rest there for a moment and spreading his hands on her hips feeling the spasms every minute then he starts moving his head up and down slowly and teasingly he swirls his tongue around the head of her soft cock and the other moans above him,HOF
984,en,even in the pandemic shameless vultures have nothing but islamophobia,HOF
985,en,waiting for some bastard to clear this mess from his head,HOF
986,en,you and your government should be ashamed you humiliated india in front of a small country new zealand sought help from a stupid opposition which is a faction of new zealand itself pm modi should resign,HOF
987,en,if you are worried about the rising cases and deaths related to wuhan virus then i understand your concern but the thing is that the virus is an invisible enemy and no amount of preparation will be enough to deal with this unknown enemy which is becoming more dangerous as the days pass by,NOT
988,en,those who invented the wuhan virus helped spread it across the world and killed millions of people they should not talk about it we know your country has also suffered a lot the difference is that your country is an autocratic country where every data is hidden and our country is a democracy,NOT
989,en,yes please do not call it chinese virus india strain is ok england strain is ok but not chinese virus stop calling it chinese virus and do not trend chinese virus calling it chinese virus is racist,NOT
990,en,i had one like that one day i thought i was in jurassic park i emptied the whole can of wasp spray on him he still fought for 5 minutes,HOF
991,en,nor can you be allowed to do vulture journalism feeding so much on someone is misery please do constructive criticism and reporting please do not run preconceived narratives india covid crisis vulture journalism indiawillovercome,NOT
992,en,oho this bitch had 4 kids at the age of 24,HOF
993,en,you look at your level of understanding come to think of it i even stooped down to the point of being attached to a sanitary pad because you were licking pussy in a public toilet and defending your brother for letting you go in the first place,HOF
994,en,do not ask why i said that it just came to my head adamrides weaver dick my dadme made it,HOF
995,en,you all are testing my patience i should shut up do not dare to say such things now after that you will call me a bastard what was that hahahahaha leave that mentality let me do the things i want to do because that is my mental peace that is my comfort,HOF
996,en,inb4 you come at me for being a dick to jacob or something like that i am not coming at you because you pooped on jacob i am coming at you because you are a pussy there are better ways to vent your anger and frustration,HOF
997,en,the government should reconsider and stop unnecessary expenditure like new parliament building and any religious structure all this should be done for the basic needs of the people we do not need anything else tough times covid emergency india covid crisis stay home stay safe,NOT
998,en,modi ji resign modi ji resign you are a shameless man and the only shameless prime minister in this world,HOF
999,en,shame on you modi ji our covid warriors are giving up india covid crisis pm modi should resign modi should resign,HOF
1000,en,get off your post modi resign modis vaccine slogan remove modi save the country modi wave will not happen with modi government,HOF
1001,en,i saw this sign at ikea today anyone like me who suffers from fibromyalgia will tell you this is complete bullshit,HOF
1002,en,modiji is very tired he needs to rest forever modis vaccine slogan,NOT
1003,en,india is in crisis we have to help in every possible way india covid crisis covid,NOT
1004,en,i do not agree that if not modi then who is rahul gandhi trending because rg is 1000 times better than modi and rg is not an alternative but the only alternative we have is resignation of pm modi,HOF
1005,en,today every small thing is bothering me what is happening after all,HOF
1006,en,we are witnessing a crime against humanity arundhati roy on indias covid crisis it is hard to convey the full depth and extent of the trauma chaos and humiliation of the covid crisis in india meanwhile modi is telling us not to complain,NOT
1007,en,i do not understand why this is bothering you so much that you have to write a post about it who cares what everyone else does let people celebrate someone is birthday instead of being an arrogant idiot,HOF
1008,en,wicked,HOF
1009,en,these bloody undercooked chinese are messing up everything from the wuhan virus lab to now space debris after the wuhanvirus,HOF
1010,en,this is terrible india has today crossed the dangerous milestone of 4000 deaths and 400000 cases per day just a few days ago i was saying that this grim milestone would be crossed soon and today it happened very sad india covid crisis,NOT
1011,en,india needs a leader not an actor modiji resign prime minister modiji resign,HOF
1012,en,am i an idiot who gets upset with people who bother me when i walk my dog okay he is cute but i want to go for a nice walk not stand there and let you stroke him for 5 minutes please leave me alone,HOF
1013,en,dr dre voice motherfucker i am gay pride 2021,HOF
1014,en,get a prostitute,HOF
1015,en,locky you are so caught up in dr hotness that you have forgotten your job title and role lol holby city,HOF
1016,en,modi is unable to handle the covid situation oxygen shortage remdesivir shortage vaccine shortage cases rising death toll rising he should be ashamed he should apologise to the nation and resign spineless modi resign modi resign pm modi shameless,HOF
1017,en,i got my first dose of the moderna covid vaccine today and not a single thing was whispered in my ear so disappointed i should have gotten the pfizer,NOT
1018,en,india covid crisis india spent billions on nuclear weapons but could not build an oxygen electrolysis plant worth 1800 karma,NOT
1019,en,this teacher is not the slimy bitch again,HOF
1020,en,it is very unfortunate that one in every second family is getting affected by covid and losing their loved ones covid 19 india india covid crisis let us help each other as much as possible and collectively fight against covid 19 towards normalcy stay safe,NOT
1021,en,that makes no sence at all,NOT
1022,en,i am online for some naughty fun sexy slutty white girl vagina anal,HOF
1023,en,oho double engine why is the central government coming in between the states use of o2 yesterdays incident is due to irresponsibility of modi he is a murderer sakim resign pm modi,HOF
1024,en,hey feku even the prime ministers of new zealand and canada do not trust your fake pm cares fund you are a disgrace the pattern of delhi riots is same as west bengal you cannot accept defeat modi ji should resign,HOF
1025,en,the whole world is suffering from the deadly chinese virus,HOF
1026,en,india is battling covid we are not sure we will be able to overcome this the videos from hospitals are scary please help in any way you can india covid crisis india needs oxygen covid so is unite to fight corona,NOT
