id,lang,text,label
4218,hi,कस भ दश क समझन क लए वह क समज म बहत ह सरल तरक ह 1 धरत 2 पन 3 भजन 4 फसल 5 रहनसहन 6 पश 7 जगल 8 कनर 9 भष 10 नदय 11 शबद 12 जट 13 जनवर 13 शसक 14 जनसखय 15 यदध 16 कसन 17 इतहस 18 सम 19 सक 20 हथयर 21 वयकत इतयद यह एक अचछ दश क वरणन ह,NOT
4219,hi,एक वयकत क हतय पर नयय क मग ह रह ह आतकवदय क भ धरम हत ह उनक एक ह धरम हत ह शहबददन क नयय मल यह आप जनत ह ह,NOT
4220,hi,इसक मतलब यह ह क यह जनवर ह रहग,HOF
4221,hi,परधनमतर क आलचन करन क मतलब यह नह ह क म उनक समरथन नह करत हम सरफ बगल म उनक कररवई क इतजर कर रह ह म मद क समरथन करत ह म मद क समरथन करत ह बगल जल रह ह बगल हस बगल म रषटरपत शसन नह त वत नह रषटरपत ज बगल सभल,NOT
4222,hi,सजय मह हरम,HOF
4223,hi,आपन शहबददन क नयय दलए बन ह जडय क सच स हट दय ह,NOT
4224,hi,अब नमरद अगर तमहर पछवड म तकत नह ह त उस पर अपन समय बरबद मत कर बगल जलन अतत क बत ह गई ह,HOF
4225,hi,करन म टसट लन ह रजलट नकलन ह और मर हए बचच क कफन पर लगन ह लल और बरख क गध लल और उसक बत बहत बशरम क ह और तम कह रह ह क तम अपन इजजत भल ह ख दग लकन लल और उसक खनदन क पज करन बद नह करग,HOF
4226,hi,कनपर म लश क समधन दख मद क वकसन जमल यग आदतयनथ मद इसतफ द कवड 19 कवड 19 भरत,NOT
4227,hi,अगर अब भ नह जनत त इन बलक एड वहइट तसवर क परत दर परत हर डटल यद करक आपक य सकत द दग मद,HOF
4228,hi,जस भ घर म चटठ हत ह उसक पयर बड खयल स हत ह,NOT
4229,hi,ऐस मन जत ह क वह एक समय टएमट वयवसय क नरमत थ और जब हम टटल म थ तब वह अवध जल क टटनगर जमशदपर म बहत लकपरय थ,NOT
4230,hi,रहत सरदन क रपरट पजटव हन क बवजद भ उनक शव क करतधरत क पस भज जत ह शहबददन सहब क रपरट नगटव हन क बवजद भ आखरकर उनक मतपत दवर छनकर पत क हक लग क नह भज जत यह असल इसलमफबय ह भरत म इसलमफबय शहबददन क नयय,NOT
4231,hi,7 जयद दन नह हए बस एक हलफनम दकर नम बदलन क बत थ और फरजखन गध बन गय वस य एक शरमनक हरकत ह ह नम बदलकर हदसतन क लग क शन बनन क बत बमसल शरम क बत ह जब हदसतन म थ त एक फरज अफसर लग क चहर थ,HOF
4232,hi,कस भ बहन स शरय नह लन चहए शहबददन क नयय मल,NOT
4233,hi,हम अपन रख नह बदलन चहए बगल हस बगल जल रह ह,NOT
4234,hi,इस ढककन क खन क हक ह य डरवन ह य लभवन ह लकन इस ढककन क य बकवस करन क भ हक ह हम कछ दर और चलग फर जस ढककन पर गल फक ज रह ह उस हम जर स उस ओर फकग,HOF
4235,hi,कछ दन बद म दखग क इस दलल भखर क हरम भखर क खन खलय जत ह और म इस भखर क मधयम वरग क गरम म बहन बन दग,HOF
4236,hi,आप सब पढत रहए जब तक य हशटग नबर 1 पर न पहच जए जसटस फर शहबददन,NOT
4237,hi,मडम आप सथ ह मद इसतफ द पएम मद इसतफ द मद हटओ और दश बचओ,NOT
4238,hi,वकसन लगवन क बद खद क कस रख सरकषत रमदव न वडय यग म बतय कवड वकसन टककरण,NOT
4239,hi,भरत क वशवगर आतमनरभर भरत आरगय सत पएमओइडय रहत सरदन बनन क परकरय मद क इसतफ मद क वकसन जमल 25ससद लपत ह कवड आपतकलन कवड19,NOT
4240,hi,चन वयरस क डबल मयटट एक बर जब मद न कह क हम उस भष म जवब दग ज हम समझत ह यह जस क तस ह,NOT
4241,hi,आप हद म आरजड क शबद कय बदल रह ह आप ज कर रह ह वह शहबददन क लए नयय ह,NOT
4242,hi,सद म एक बर मनहस मद दश स हटग आरम सहब कम सभल रह ह डप ऑकसजन आद रजनत स ह मलग सब अपनअपन यगयत स मर रह ह मद मनव इसतफ द पएम मद इसतफ द भरत क नगरक ह,NOT
4243,hi,शहबददन क नयय मल कल टट गय लख लग क सवरग जन चहए यह नयय ह उस मल अगर चहए त बत द खल म आ रह ह,HOF
4244,hi,लकन तमहर बप क सय ह चत मत कर बप बप स भ तकतवर हकर मरत ह शहबददन क नयय मल,NOT
4245,hi,और भई अखलश क कछ सझ नह रह क परट कस बनई जए 10 सल क बचच क तरह सएम बनन क कशश कर रह ह,HOF
4246,hi,य त बस मजक ह बजप क असल बरबद अब बजप ह भरत मद इसतफ द,NOT
4247,hi,अललह मरहम शहबददन सहब क जनमसथल फरदस म सबस ऊच दरज ह कपय मझ शहबददन क लए नयय बतए,NOT
4248,hi,भगवन सबह बधवर इस परकर कछ वषय बहन क परणम बन गय ह भकत करक सतसग म आन स उस सरवचच पर वशवस ह सतसग क रसत स वह भ चगल स मकत ह जएग,NOT
4249,hi,तथकथत महलवद डफल गग गलत कम क बढव दकर गलत कम कर रह ह और ऐस नरम और हरकत लग क मन म सफ दखई द रह ह महलवद और लकडहर आज मर बगल म खड ह बगल जल रह ह ममत पर शरम ह,NOT
4250,hi,भजपर सरसप भजपर पररथन इसटगरम,NOT
4251,hi,70 सल क परयस और 7 सल क पतन स भरत कवड सकट म,NOT
4252,hi,महल वधयक न कवड वकसन क लए 1 करड क दन दय उदयपर करन,NOT
4253,hi,आपक कस पत चल क व मसलम समदय क बर म बत कर रह ह एस आपक लए य शबद हरम क पलल सर क पलल मसलम समदय क लए समनरथ शबद,HOF
4254,hi,य भ सह ह आपक रजलट मलग जतन परसद jatan prasad,NOT
4255,hi,मझ कस लगत ह क इस परणल क उपयग वशष जल आपरत परदन करन क लए कय जन चहए शहबददन क लए नयय शहबददन क लए नयय,HOF
4256,hi,ओसम शहब अर भई आपक अकल नह ह अललह आपक सथ ह हम सब आपक सथ खड ह ओसम सहब शहबददन क नयय मल,NOT
4257,hi,बन शबद क मद क वकसन जमल,NOT
4258,hi,सह कह दलल दलल दलल आरकषण क दन ह य टलग नह,HOF
4259,hi,दलल लग क जन,HOF
4260,hi,इस दश म बहस इस बत पर ह क गरब क हमश अभजतय समज दवर हशय पर रख गय ह जसक बदल म हमश समसय उतपनन हत ह यह दश कवल उचच वरग क लए ह रह गय ह बगल जल रह ह,NOT
4261,hi,न खएग न खन दग अब ऑकसजन मरकट म 70 हजर ह और रमडसवर इजकशन सरफ 1 लख 80 हजर रपए क ह covid 19 मजदर दवस covid india labor day india ऑकसजन covid 19 india मद क वकसन जमल इसतफ pmmodi इसतफ मद मई दवस भरत कवड सकट गद मडय,NOT
4262,hi,अब त बत द आग कब जगग आज नह त कल य आग तमहर घर तक पहचग य आग नह रकग हद नरसहर बगल हद जवन मयन रखत ह बगल म हद परवर क बचओ बगल जल रह ह बगल हस,NOT
4263,hi,मन इन दगल बदमश क पकड जन क घटन बहत पहल ह दखन बद कर द थ,HOF
4264,hi,इस परसथत म कभ कस स बहस न कर अगर कई कछ कहन लग त उस बत द क आज सबह व हमर घर पर बठ थ इन सब मझस नफरत करन वल चटकर लकडहर पथभरषट लग स परभवत न ह सब दख रह ह हम मद चन वयरस क सथ खड ह,HOF
4265,hi,अब कय नह चल जत ज बच ह व बकर ह मद इसतफ द,NOT
4266,hi,ऐस फरज खबर क वयरल हन कस गलत स कम नह ह कस भ नटफकशन पर वशवस करन स पहल हमश आधकरक वबसइट स पषट कर ल,HOF
4267,hi,325 ससद 125 रजयसभ ससद 1600 स अधक वधयक बहन क बलतकर और बटय क हतय जलत बगल बगल हस कवड 19 क खलफ परदरशन कर रह ह,HOF
4268,hi,nardar mad galbal ppp इसतफ द pmmodi बहर जओ मद,NOT
4269,hi,मत और मत क दन स डर लगत ह मझ कछ त खस थ उसम इसलए मत क दन स डर लगत ह मझ शहबददन क इसफ मल,NOT
4270,hi,शहबददन क मरहम दलल जमत क लग जस ह इशअललह ऐस ह लग रजय म बवल मचन क कम करग शहबददन क इसफ मल,HOF
4271,hi,गध क भ इस बत क चत ह क कह वह अपन मलक क रसत म त नह बठ गय,HOF
4272,hi,शर क सर ह,HOF
4273,hi,वह कभ महन सत और महन दशभकत नह हत लकन अब वह अवध बचच क जनम दन क धरम नतय करन वल बन गई ह,HOF
4274,hi,मडम आप सथ ह मद इसतफ द पएम मद इसतफ द मद हटओ और दश बचओ,NOT
4275,hi,पशचम बगल क ममत क खन खल हब स बचन क लए कदर क सन तनत करन और रषटरपत शसन लगन क जररत ह डयरकट एकशन ड कल जएसआर रषटरपत ज बगल सभल बगल बरनग,NOT
4276,hi,नयय क आवज क मजबत कर एक बर फर लख शहबददन क लए नयय,NOT
4277,hi,हम भटकत आतमओ स डरत ह हम ऐस लग स खद क बचन चहए शहबददन सहब शहबददन क नयय मल,NOT
4278,hi,कसमजदरएकतजबद कसन मजदर एकत जदबद इसतफ द पएम मद कष कनन अगल महमर कसन क वरध क 5 महन कसन बल कसन क वरध क 5 महन मद क वट नह आज अकससजन कल रत जयग बरई क वट नह मद हटओ दश बचओ कसन क वरध,NOT
4279,hi,म सरकर स अपल करत ह क वह जनगणन करए और अलपसखयक पर भ इसक परभव डल कयक एक समदय खद क अलपसखयक कह रह ह और शर क तरह बढ रह ह,HOF
4280,hi,पल पल क मन ह क म उनक मजदग म चनव परचर दख अब मझ लग क सममन नह दख रह जस लपट अगकर और महल म रषटरपत शसन बगल बगल जल रह ह बगल हस खन खल पशचम बगल हस,HOF
4281,hi,अगर आप इस मक क लए तरस रह ह त मद क वकसन नर क बर म जन लजए,NOT
4282,hi,तजसव यदव न लख 8 बज शहबददन क नयय फरज सकलरजम क सथ टवट करन क तयर,NOT
4283,hi,नजयज क बचच मगल मन बजर वल,HOF
4284,hi,इस समय क टल नह ज सकत लकन यह बत सच ह क शहबददन क लए यह नयय ह,NOT
4285,hi,बगल न बच लय बजप करयकरतओ न बचय ह बगल जल रह टएमस आतक बजप बगल कशमर बन गय,NOT
4286,hi,सरकर क सकरतमक छव बनए सकरतमक कहनय और उपलबधय क परभव ढग स उजगर करक धरण क परबधत कर जदन हनल पयज यजञ हतलरन तडकल असत तमशसमर मद न आपद बन द मद इसतफ द कवड भरत,HOF
4287,hi,करनवयरस इडय अपडट करण नरदर मद क वरणस म हलत खरब वय इसतफ मद इसतफ यग बजप न भरत क बरबद कर दय bjphataodeshbachao,NOT
4288,hi,1वह एडस क पहल मरज थ 2वह पप कवरतच क बट ह 3वह एक रज क सहसन क उततरधकर ह 4वह रन क गपत रग ह जस कथवल कह जत ह 5वह सवय एक गधरव ह,HOF
4289,hi,मडम आप सथ ह मद इसतफ द पएम मद इसतफ द मद हटओ और दश बचओ,NOT
4290,hi,बस 21 दन घर बठ और मनमहन सह क दबर परधनमतर बनओ त पर दनय बक घटल स बच सकत ह मद इसतफ द वनवश घटल बद कर नजकरण,NOT
4291,hi,महममद शहबददन अललह आपक जननत मल शहबददन शहबददन क नयय मल ओसम शहबदन उरफ छत शहबदन परव ससद सभ क यद हग बहषकरजड बहषकरआप,NOT
4292,hi,इस जगह क चरख स कई लनदन नह ह ज लग चरख क अभयस करत ह व इसस कई बड बत नह करग बगल जल रह ह बगल म रषटरपत शसन,NOT
4293,hi,अगर आप शहबददन क सथ ह त इस टवट क रटवट कर और इस हशटग पर टवट कर जसटस फर शहबददन,NOT
4294,hi,य सब म कह रह ह धनमतर सहब मझ आपक बगल म बठकर रजनत क बर म कछ नह पत म चपचप बठ ह कगरस सरकर क समय कशमर म भरतय क कतलआम हआ थ मर बगल म भ य ह रह ह इसलए भरतय न आप पर 303 क कस लगय आप बगल म कय जल रह ह,NOT
4295,hi,अर चट तमहर गडढ म मर,HOF
4296,hi,यह आशचरयजनक ह क बगल म आग लगन जर ह और यह जगल क आग क तरह फल रह ह,NOT
4297,hi,तम त इतन जलत ह सबमजद स क लगत ह म त आजकल तमह दखन क लए मर ज रह ह फरसत म फस ह ज आदम गजरत म बड आदम क पज करन आय ह व ममममममम क सथ ह म आदम मजद क सथ ह,NOT
4298,hi,हरम क रकषक बनकर बहर हशहल क सहसन पर बठकर शतन भ सचच ह गय वह हरम क ओर पहल कदम ह,HOF
4299,hi,य बत ह क असपतल म इलज नह मल रह ह ससद और वधयक क घर म रह रह ह और डकटर नह ह सरदन इसतफ द मद भजप ससद वधयक लपत 25 ससद गयब ह यग झठ ह,NOT
4300,hi,शहबददन क मरहम दलल जमत क लग जस ह इशअललह ऐस ह लग रजय म बवल मचन क कम करग शहबददन क इसफ मल,NOT
4301,hi,ऑकसजन इमरजस दलल हईकरट न कह क दश क ऑकसजन मलन वल ह लकन आप आईआईट और आईआईएम क कमट बनकर आपस म बहतर कम कर ऑकसजन सकट पर पएम मद इसतफ द मद क इसतफ दन चहए,NOT
4302,hi,हर जगह सशल डसटसग क झड ऊच लहर रह ह सशल डसटसग कवड वकसन कवड 19,NOT
4303,hi,आपक शसन क परणम आज तक दशभकत ह अनगनत आतकवदय क मत बम वसफट क दमन और दश म आतकवद क बढन क अवसर पर दश क गपत मनत हए दशदरहय क खलफ आपक करय क सतय अभ भ आपक पस लबत ह,HOF
4304,hi,अलवद शरएबहर अललह आपक मफ फरमए फरज म ऊच दरज अत फरमए और लग क सबर अत फरमए शहबददन क इसफ द,NOT
4305,hi,कपय इस आदम क पलस हरसत म 2 दन क सज द जए,HOF
4306,hi,अब कररवई क समय ह और वरध परदरशन ह रह ह करर ममत भजप करयकरतओ क बच रह ह बगल जल रह ह,NOT
4307,hi,कनड म मसलम परवर क 4 बचच क हतय करन वल आतकवद नशचत रप स मसलम ह अगर यह हतय मसलमन क लए क गई थ और मर गय परवर मसलम थ त दनय क इसलमसट मडय आज भ इसलमक आतकवदय स डर रह ह islamophobiaistterrorism,HOF
4308,hi,हर जत कह रह ह क बगल दश क लए आदलन करक सहब क जन बचई शहबददन क नयय मल,NOT
4309,hi,नकर जन क डर त हर कस क हत ह लकन सबस जयद डर उस महल क हत ह जस कम उमर म अचछ खस सलर मलन क बवजद यह डर सतत रहत ह क एक दन उसक उमर खतम ह जएग और उसक नकर चल जएग,NOT
4310,hi,जस अखलश न आतकवद क नम पर आजम खन क मदद नह क वस ह शहबददन क भ मदद नह क शहबददन क नयय मल,NOT
4311,hi,बस गध कट नकक,HOF
4312,hi,म शहबददन क लए नयय ह,NOT
4313,hi,ससटम अध नह ह लकन लल और गग भ झठ स भर ह य झठ क सल ह मद क वकसन नर,HOF
4314,hi,अगर हम भ इस कररत क दर म चप रह त पशचम बगल जलन वल करर ममत स नयय मगत रहग,NOT
4315,hi,मझ वसपर क गरह यद आ रह ह लकन अगर शहबददन सर समर म अफजल बनकर उभर त रमधर यदव क रजनत जयद दन नह चलग शहबददन क नयय शहबददन क नयय,NOT
4316,hi,यद रख हम भकत नह ह जब तमह पजम पहनन भ पसद नह थ तब सहब न तमहर पगड पहन थ तम भल गए ह यदवतजसव लल परसद यदव रहनयचरय शहबददन क नयय द,NOT
4317,hi,हम इसफ चहए हम रकग नह हम शहबददन क लए इसफ क लडई लडग,NOT
4318,hi,उनहन कह क अब मझ गगबग म वपस जन स डर नह लग रह ह अब य सब दखकर मझ गसस आ रह ह य भरत म ह रह ह बगल जल रह ह बगल म हस ह रह ह,NOT
4319,hi,कठन परशन मझ असहज कर दत ह भल ह व दश क लए महतवपरण ह अध भकत इसतफ द पएम मद मद क टक जमल सवसथय मत नदरद ह टक एग द दई,NOT
4320,hi,दरद कह टक सकत ह अगर कह टल सकत ह त घर क रख फक द जब तक बगल जलन भल न जय,NOT
4321,hi,bengalviolence सभ सवधन रह कछ बईमन लग रजय और दश म तनव फलन क लए सशल मडय पर य तसवर पसट कर रह ह covid india covid emergency india mamat k narammat spinless bjp spinless bjp bagal hus covid emergency bengal burned,NOT
4322,hi,ऐस बचच क नजयज पत क नजयज सतन कह जत ह,HOF
4323,hi,म हरम म उलट लटक कर मरन चहत ह,HOF
4324,hi,पशचम बगल म भजप करयकरतओ और लकटर क हतय क वरध म आज हल सटशन म वरध परदरशन कय गय भजप करयकरतओ पर हमल ह रह ह हम सब इस घटन म बगल क करयकरतओ क सथ ह बगल जल रह ह टएमस क गरड,NOT
4325,hi,मडम आप सथ ह मद इसतफ द पएम मद इसतफ द मद हटओ और दश बचओ,NOT
4326,hi,कवड वकसन सनफरम क पहल कवड19 वकसन क इमरजस म इसतमल क मजर कसन द ह पशचम दश क यह पहल और दनय क छठ वकसन ह जस वशव सवसथय सगठन न मजर द ह करन वकसन,NOT
4327,hi,कबर परमशवर क खन अउ मनख क परत सममन कबर सहब मनख क दख हरय परज क बसवस हरय,NOT
4328,hi,अलवद शरएबहर अललह आपक मफ फरमए फरज म ऊच दरज अत फरमए और लग क सबर अत फरमए शहबददन क इसफ द,NOT
4329,hi,मडम आप सथ ह मद इसतफ द पएम मद इसतफ द मद हटओ और दश बचओ,NOT
4330,hi,फर हर तरफ हहकर मच ह लग ठड स बहल ह घन सन हथ लग ह बगल जलन क डर ह,NOT
4331,hi,ऑपस ईवएम पर परतबध लगओ पशन बहल कर कसन आदलन कसन क लए बल नजकरण बद कर मद न बनय सकट एनपएस भरत छड एनपएस भरत छड एनपएस नजकरणभरत छड ऑपस करमचरय क वरध नजकरण क खलफ एनपएस दश म सवसथय बजट बढओ इसतफ द पएम मद वकसन और एमएसप द,NOT
4332,hi,अगर कर पर रक वपस नह ल गई त आदलन जर रहग और लग सरकर क कष कनन क रदद करवन क लए ततपर रहग,HOF
4333,hi,तजसव यदव शहबददन स मलन कय नह गए वट त सरफ यदव और मसलमन क लन ह यदव क परवर ह हर मसलमन क सवल कय ह शहबददन क नयय द,HOF
4334,hi,बलकल न कह क पएम मद क इसतफ द दन चहए आखर मझ भ इसतफ दन क मन कर रह ह कपय मर बत सनए,NOT
4335,hi,बगल जल रह ह बगल हस,NOT
4336,hi,अखलश क पत बहत मशहर ह कयक वह भजप नत ह और अखलश यदव यह भल गए ह भजप नत न ऐस कम कय क उनह bed tet 2011 क नम तक पसद नह आय,NOT
4337,hi,व ससटम अब कह रह ह क अगर कछ हआ त चप कय नह रहत भई य सब दखकर त लगत ह क कम स कम तम मर हथ त मत लग अगर तम मझ पसद नह ह त और कय कह सकत ह,NOT
4338,hi,ऑपस ईवएम पर परतबध लगओ पशन बहल कर कसन आदलन कसन क लए बल नजकरण बद कर मद न बनय सकट एनपएस भरत छड एनपएस भरत छड एनपएस नजकरणभरत छड ऑपस करमचरय क वरध नजकरण क खलफ एनपएस दश म सवसथय बजट बढओ इसतफ द पएम मद वकसन और एमएसप द,NOT
4339,hi,एक तरफ मर गय वनशक वसट सटरल वसट मद फल भरत इसतफ द मद,HOF
4340,hi,पहल म बरम म रह फर बगल म पढई करन आय फर सटडय म आय भगवन ऐस हरम कन दख सकत ह,NOT
4341,hi,चट ह बसदक हनद गतर परणल क पलन करत ह,HOF
4342,hi,जवबदर मर कम म बगल जल रह ह टएमस हस बगल जल रह ह बगल आग क लपट म,NOT
4343,hi,सपर सपरडर मद मद भरत क लए आपद इसतफ मद इसतफ पएम मद वकसन पजकरण कउइनरजसटरशन तरह धयन द पएमनरदर मद कसन क मद क धबपटक फसल क एक शरखल,NOT
4344,hi,जस वहन वयरस न पर दनय क नरक बन दय थ वस ह आज जशन मनय ज रह ह क चन वयरस न दनय क नरक बन दय ह,NOT
4345,hi,जएमएम और कगरस क य बत समझ म नह आ रह ह कई बत नह झरखड भ लग क समझन क कशश म जट गय ह झरखड भ लग क समझन क कशश कर रह ह अगर व धनशर क सहर कछ नह करत ह त य गलत ह,HOF
4346,hi,जस क सरकर न कह ह क 50 स अधक लग शमल नह ह सकत फर बठक आयजत करन क लए नयम बनए गए ह फर चनव हग covid resources bengal elections 2021 modi ka vaccine jumla agartala arvind kejriwal afc india fights corona oxygen crisis,NOT
4347,hi,सपर सपरडर मद मद भरत क लए आपद इसतफ मद इसतफ पएम मद वकसन पजकरण कउइनरजसटरशन परकर धयन द पएमनरदर मद कसन क मद क धबपटक,NOT
4348,hi,भड म जओ,HOF
4349,hi,शहबददन क नयय मल ससटम क आलम य ह क कदरत अपन कहर बरस रह ह दसर तरफ ससटम क नयय नह मल रह ह शहबददन,HOF
4350,hi,कपय अधकरय स बहस न कर और अगर व कहत ह क हथ उड रह ह त आप भ कहत क आज हम अपन घर क दरवज पर बठ थ मद हटओ दश बचओ य मद सरकर स नह ह सकत modioxygendo मद क वकसन नर मद इसतफ द मद रजगर द bjpfails india कसन मजदर एकत जदबद,NOT
4351,hi,कय हग अगर मन नतय कय हत त म मर नह जत और हर मजबत रवदरनथ टगर वह नह हत पशचम बगल चनव 2021 ममत बनरज इसतफ द पएममद पशचम बगल चनव 2021 पशचम बगल चनव मद क इसतफ दन चहए खल हब दद ओ दद समवर क वचर कपय पएमनरदर मद कवद 19,NOT
4352,hi,मडम आप सथ ह मद इसतफ द पएम मद इसतफ द मद हटओ और दश बचओ,NOT
4353,hi,सरदर क रय बदलन क लए शहबददन पर कई कररवई नह क गई उसक रय क खबर उसक मत स पहल ह वयरल ह गई थ उस एक सजश क तहत मर दय गय शहबददन क नयय मल,NOT
4354,hi,आइय हम सब एकमत हकर आग आए सवरण स डरन वल अरथशसतर और परपरतय कसन समत क अधयकष बनन और कवड वकसन बनन वल क नततव म सभ समसयओ क समधन ह जएग,HOF
4355,hi,म आपस अनरध करत ह क कपय अपन तख मनसकत और कठर शबद स अनय धरम क लग क नजर म सनतन धरम क बदनम करन बद कर,NOT
4356,hi,अब बनय बब सरज मदरचद तलक बलवमदरचद अशक शरम और एकत कपर,HOF
4357,hi,इस सल जतन इस पर बठन क कशश करग सहब उतन ह पओग बगल जलन वल रढवहन भजप,HOF
4358,hi,अगर वरध परदरशन म सब कछ ठक हत त म इलक क करयकरतओ क यह सलह दत बगल जल रह ह बगल हस खन खल पशचम बगल हस,NOT
4359,hi,आज भरत क समझ आ गय ह क वयवसथ क पलटन क पछ पस वल हथ ह मद क वकसन क नर,NOT
4360,hi,ऐस ह कई कहनय सच ह,HOF
4361,hi,हम भ सच कह दग आग म भ जननत क दन जस दनय म हम रहग कहत ह हर हककत म जद थ जद रहग शहबददन क मल अजञत नयय,NOT
4362,hi,चन म आग लगन बनम भरत म आग लगन लकन मझ लगत ह क यह उनक कपशन हन चहए थ एक तरफ आसथ जल रह ह और दसर तरफ लश भरत कवड सकट शमऑनचइन वब,NOT
4363,hi,ममत क मदद ससद नसरत जह न ममत क मधयम स बड जरशर स उठय थ,NOT
4364,hi,nardar mad galbal ppp इसतफ द परधनमतर मद कपय टवट कर इस टरडग म लओ,NOT
4365,hi,सद म एक बर मनहस मद दश स हटग आरम सहब कम सभल रह ह डप ऑकसजन आद रजनत स ह मलग सब अपनअपन यगयत स मर रह ह मद मनव इसतफ द पएम मद इसतफ द भरत क नगरक ह,HOF
4366,hi,पत नह कय पत नह कय गव म आग लग ह mad istafd mad bhashan rak oxygen nah मद इसतफ द मद इसतफ द य नरसत कर मद क वकसन जमल मद न बन द आफत ऑकसजन सकट ऑकसजन सलडर,NOT
4367,hi,अवध पर कबज करन क बद नमज पढन क कशश क गई नए परशसक अवध क जमन पर कबज नह करन चहत थ और ज परशसक इस समझन चहत थ व हथकड पर उतर आए,NOT
4368,hi,मशहर शयर इमरन परतपगढ भई दयल उपधयय असपतल ओसम सहब क सथ पहच ह हन सहब और ओसम सहब पलस स बत कर रह ह इमरन भई आपक य पयर आप लग क दल म बसत ह शहबददन क नयय मल,NOT
4369,hi,लल ज क भगय तभ सकर हत ह जब उनक पछ शहबददन जस कई शहद ह justiceforshahabuddin,NOT
4370,hi,इस वजह स उनहन परट बन ल ह यह दलल क जनत क वरध क वषय ह क अगर वह अपन दश और धरम क परत इतन ह वफदर ह त इस कजरवल क उखड फक और इसक कड स अपन आजवक चलए,HOF
4371,hi,टवटर पर खलकर नह बलक कई मदद क उठकर जसक सहर कस न शहबददन क लए अतम नयय क मग नह क ह,NOT
4372,hi,कवड19 क सकरमण स बचन क लए अपन नय पसवरड धयन म रख और दसर क भ बतए covid 19 india covid vaccine covid emergency india,NOT
4373,hi,बचपन स ह सभ अपन हक क लए लड रह थ लकन आज उनह अपन हक क नयय नह मल पय शहबददन क नयय मल,NOT
4374,hi,यह घटन ह डडय म उनक सथ कतन बढय वयवहर हन चहए थ एमएस म नह हआ आपक परट क लए नह कय बहत गद कम करत ह जनत आपक कभ मफ नह करग शहबददन क लए आपक नयय शहबददन सहब systemjaanlewa,NOT
4375,hi,अगर कछ नह कर सकत त दसर स शकयत ह कर सकत ह इसक अलव कछ नह कर सकत बठकर टवटर खल सकत ह और उधर बगल जल रह ह,HOF
4376,hi,रहत सरदन क दलल क बद उनक पत क शव क अतम ससकर उनक ह गव म कय ज सकत ह इसलए शहबददन सहब क शव क अतम ससकर क लए ल जन क इजजत नह द गई यह शहबददन क लए नयय ह,NOT
4377,hi,इसतफ द मद यग झठ ह कवड इडय बगल कसन क जत क लए पररथन कर रप तरक क नयय मल,NOT
4378,hi,नयय क आवज क मजबत कर एक बर फर लख शहबददन क लए नयय,NOT
4379,hi,सपतनक लइट कवड वकसन एक सगल डजटल वकसन हग जसक उतपदन भरत म कय जएग इस वकसन क 794 परतशत परभव बतय ज रह ह सपतनक लइट कवड वकसन कवड 19,NOT
4380,hi,उततर परदश और महरषटर म करन वयरस उततर परदश महरषटर करन वयरस कवड वकसन जरर ह,NOT
4381,hi,ड,HOF
4382,hi,बहत जरर बत ह pmmodi इसतफ द,NOT
4383,hi,अब म घर स बहर नह जऊग अब त हर जगह सरफ मतलब ह नजर आ रह ह 2 मई कह ज रह ह 3 मई कह ज रह ह नतज सबक समन ह य जशन कसक लए कह ज रह ह बगल चनव 2021 आतमनरभर भरत नत लपट भरत कवड सकट,NOT
4384,hi,अगर कछ नह चहग त बहत कछ हग सर वधयक क धयन म रख जएग गददर आरजड शहबददन क नयय द,NOT
4385,hi,कमल क सभ पड स कटकर बलन म उगय जत ह एक ह जगह खन क बद मरज क असपतल म भरत करय जत ह कवड वकसन कवड 19 v पजटव लकडउन 2021 savetreesavelife save community of huminity,NOT
4386,hi,समजक दर बनए रखन हग बचच क सरकषत रखन क लए उनह घर पर रखन हग वशवक सवसथय दखभल करयकरत वशष उरवरक करनवयरस कवद 19 कवद वकसन,NOT
4387,hi,आज सहब क भगवन न अपन बदध रजद क द द ह उनह इसक कमत चकन पडग शहबददन क नयय दलन क लए रजद परट क रजद बहषकर,NOT
4388,hi,भई अब भजप डरम कपन क हसस बन गई ह य हमर हथ ह हम इस डरम कपन क सर नटवरक बद कर दग इस बड डरम कपन क बर दकर हमन वह कम कय ह हमन धरम क नम पर लग क बवकफ बनय ह,HOF
4389,hi,टककरण स आप भ सरकषत ह और आपक परवर भ सरकषत ह कवड वकसन लगवए कवड 19 कवडसकड वव,NOT
4390,hi,कगरस म कठपतल क तरह नह रहन पडत,HOF
4391,hi,कबर सहब क दह कठन ह वषय पर परण वशवस करन चहए यद कई वयकत कठन सवभव क ह और वह भकत करन लग जए त उसक लए कछ नह करन चहए बलक अपन परयस बढन चहए भकत करन स उसक जवन सफल ह जएग कबर परकट दवस 24 जन 2021,NOT
4392,hi,आप हद म आरजड क शबद कय बदल रह ह आप ज कर रह ह वह शहबददन क लए नयय ह,NOT
4393,hi,अगर बजप 20000 करड खरच करक और चनव करवकर बगल म चनव जत रह ह त फखर क नज जममदर ह क व इसतफ द पएम मद बगल चनव 2021 खल हब,HOF
4394,hi,कतथ क वश ह त हरम ह नजयज औलद ह,HOF
4395,hi,उनक उततरधकर टवटर पर खश ह,HOF
